subject,blockcode,trialcode,trialnum,response,latency,stimulusitem3,stimulusitem4,stimulusitem5,stimulusitem6,stimulusitem8,values.gridface1_code,values.gridface2_code,values.gridface3_code,values.gridface4_code,values.compareface_code,values.trial_retry,values.nTrials,avg_grid,avg_compare,correct_resp,correct_num,easiness
768003376,gridcompare_block,gridcompare_trial,98,50,1314,nexus2_17_tw_3.00.jpg,nexus2_6_tw_3.00.jpg,nexus2_3_tw_-3.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_23_tw_3.00.jpg,3,3,-3,3,3,0,101,1.5,3,50,1,1.5
768003376,gridcompare_block,gridcompare_trial,99,50,1149,nexus2_7_tw_1.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_20_tw_2.00.jpg,nexus2_2_tw_2.00.jpg,nexus2_16_tw_-1.00.jpg,1,-1,2,2,-1,0,101,1,-1,38,0,2
768003376,gridcompare_block,gridcompare_trial,100,50,1531,nexus2_14_tw_3.00.jpg,nexus2_21_tw_-2.00.jpg,nexus2_15_tw_-1.00.jpg,nexus2_1_tw_-1.00.jpg,nexus2_8_tw_3.00.jpg,3,-2,-1,-1,3,0,101,-0.25,3,50,1,3.25
768003376,gridcompare_block,gridcompare_trial,101,50,1536,nexus2_19_tw_-1.00.jpg,nexus2_23_tw_0.00.jpg,nexus2_10_tw_-1.00.jpg,nexus2_22_tw_-2.00.jpg,nexus2_14_tw_0.00.jpg,-1,0,-1,-2,0,0,101,-1,0,50,1,1
768003376,expt_end,expt_end,1,57,7607,0,0,0,0,0,-1,0,-1,-2,0,0,101,-1,0,50,0,1
687351301,main_instructions,main_instructions1,1,57,11559,0,0,0,0,0,999,999,999,999,999,999,100,999,999,NA,NA,0
687351301,main_instructions,main_instructions2,2,57,8056,0,0,0,0,0,999,999,999,999,999,999,100,999,999,NA,NA,0
687351301,main_instructions,main_instructions3,3,57,5876,0,0,0,0,0,999,999,999,999,999,999,100,999,999,NA,NA,0
687351301,gridcompare_block,gridcompare_trial,1,38,3551,nexus2_14_tw_2.00.jpg,nexus2_10_tw_0.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_12_tw_2.00.jpg,2,0,3,2,2,0,100,1.75,2,50,0,0.25
687351301,gridcompare_block,gridcompare_trial,2,38,2723,nexus2_19_tw_1.00.jpg,nexus2_16_tw_2.00.jpg,nexus2_13_tw_2.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_9_tw_2.00.jpg,1,2,2,-1,2,0,100,1,2,50,0,1
687351301,gridcompare_block,gridcompare_trial,3,38,1656,nexus2_2_tw_-1.00.jpg,nexus2_5_tw_2.00.jpg,nexus2_11_tw_-1.00.jpg,nexus2_25_tw_-3.00.jpg,nexus2_20_tw_3.00.jpg,-1,2,-1,-3,3,0,100,-0.75,3,50,0,3.75
687351301,gridcompare_block,gridcompare_trial,4,38,1335,nexus2_23_tw_2.00.jpg,nexus2_1_tw_1.00.jpg,nexus2_17_tw_1.00.jpg,nexus2_22_tw_-3.00.jpg,nexus2_24_tw_1.00.jpg,2,1,1,-3,1,0,100,0.25,1,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,5,38,1668,nexus2_4_tw_1.00.jpg,nexus2_6_tw_-2.00.jpg,nexus2_7_tw_-2.00.jpg,nexus2_21_tw_1.00.jpg,nexus2_15_tw_0.00.jpg,1,-2,-2,1,0,0,100,-0.5,0,50,0,0.5
687351301,gridcompare_block,gridcompare_trial,6,50,3523,nexus2_13_tw_-2.00.jpg,nexus2_7_tw_0.00.jpg,nexus2_12_tw_3.00.jpg,nexus2_17_tw_0.00.jpg,nexus2_19_tw_-2.00.jpg,-2,0,3,0,-2,0,100,0.25,-2,38,0,2.25
687351301,gridcompare_block,gridcompare_trial,7,38,1448,nexus2_3_tw_1.00.jpg,nexus2_18_tw_-3.00.jpg,nexus2_14_tw_3.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_22_tw_0.00.jpg,1,-3,3,1,0,0,100,0.5,0,38,1,0.5
687351301,gridcompare_block,gridcompare_trial,8,38,1040,nexus2_15_tw_-3.00.jpg,nexus2_9_tw_-1.00.jpg,nexus2_24_tw_-2.00.jpg,nexus2_5_tw_3.00.jpg,nexus2_21_tw_0.00.jpg,-3,-1,-2,3,0,0,100,-0.75,0,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,9,38,1016,nexus2_8_tw_3.00.jpg,nexus2_20_tw_2.00.jpg,nexus2_1_tw_-3.00.jpg,nexus2_2_tw_-2.00.jpg,nexus2_11_tw_2.00.jpg,3,2,-3,-2,2,0,100,0,2,50,0,2
687351301,gridcompare_block,gridcompare_trial,10,38,1762,nexus2_23_tw_1.00.jpg,nexus2_4_tw_-3.00.jpg,nexus2_16_tw_0.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_6_tw_0.00.jpg,1,-3,0,1,0,0,100,-0.25,0,50,0,0.25
687351301,gridcompare_block,gridcompare_trial,11,50,2573,nexus2_17_tw_-1.00.jpg,nexus2_22_tw_1.00.jpg,nexus2_20_tw_-1.00.jpg,nexus2_7_tw_2.00.jpg,nexus2_9_tw_-2.00.jpg,-1,1,-1,2,-2,0,100,0.25,-2,38,0,2.25
687351301,gridcompare_block,gridcompare_trial,12,38,1144,nexus2_6_tw_-3.00.jpg,nexus2_3_tw_0.00.jpg,nexus2_25_tw_3.00.jpg,nexus2_4_tw_0.00.jpg,nexus2_19_tw_0.00.jpg,-3,0,3,0,0,1,101,0,0,NA,NA,0
687351301,gridcompare_block,gridcompare_trial,13,38,1292,nexus2_21_tw_-2.00.jpg,nexus2_24_tw_3.00.jpg,nexus2_14_tw_-2.00.jpg,nexus2_8_tw_0.00.jpg,nexus2_10_tw_-2.00.jpg,-2,3,-2,0,-2,0,101,-0.25,-2,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,14,38,922,nexus2_2_tw_1.00.jpg,nexus2_18_tw_-2.00.jpg,nexus2_5_tw_-2.00.jpg,nexus2_11_tw_-3.00.jpg,nexus2_16_tw_1.00.jpg,1,-2,-2,-3,1,0,101,-1.5,1,50,0,2.5
687351301,gridcompare_block,gridcompare_trial,15,38,1143,nexus2_23_tw_-2.00.jpg,nexus2_15_tw_-1.00.jpg,nexus2_12_tw_-1.00.jpg,nexus2_1_tw_0.00.jpg,nexus2_13_tw_-1.00.jpg,-2,-1,-1,0,-1,1,102,-1,-1,NA,NA,0
687351301,gridcompare_block,gridcompare_trial,16,38,955,nexus2_1_tw_-1.00.jpg,nexus2_25_tw_2.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_5_tw_-3.00.jpg,nexus2_21_tw_3.00.jpg,-1,2,-3,-3,3,0,102,-1.25,3,50,0,4.25
687351301,gridcompare_block,gridcompare_trial,17,38,1030,nexus2_23_tw_3.00.jpg,nexus2_6_tw_-1.00.jpg,nexus2_9_tw_3.00.jpg,nexus2_7_tw_-3.00.jpg,nexus2_10_tw_3.00.jpg,3,-1,3,-3,3,0,102,0.5,3,50,0,2.5
687351301,gridcompare_block,gridcompare_trial,18,38,1135,nexus2_14_tw_-1.00.jpg,nexus2_19_tw_-3.00.jpg,nexus2_24_tw_-1.00.jpg,nexus2_15_tw_2.00.jpg,nexus2_16_tw_-2.00.jpg,-1,-3,-1,2,-2,0,102,-0.75,-2,38,1,1.25
687351301,gridcompare_block,gridcompare_trial,19,38,1444,nexus2_13_tw_-3.00.jpg,nexus2_12_tw_0.00.jpg,nexus2_22_tw_2.00.jpg,nexus2_8_tw_1.00.jpg,nexus2_17_tw_-2.00.jpg,-3,0,2,1,-2,0,102,0,-2,38,1,2
687351301,gridcompare_block,gridcompare_trial,20,50,1868,nexus2_20_tw_-2.00.jpg,nexus2_18_tw_1.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_4_tw_2.00.jpg,nexus2_3_tw_-3.00.jpg,-2,1,3,2,-3,0,102,1,-3,38,0,4
687351301,gridcompare_block,gridcompare_trial,21,38,1331,nexus2_7_tw_3.00.jpg,nexus2_23_tw_-1.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_25_tw_-1.00.jpg,nexus2_12_tw_-2.00.jpg,3,-1,-3,-1,-2,0,102,-0.5,-2,38,1,1.5
687351301,gridcompare_block,gridcompare_trial,22,38,816,nexus2_1_tw_3.00.jpg,nexus2_14_tw_-3.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_2_tw_3.00.jpg,nexus2_24_tw_2.00.jpg,3,-3,2,3,2,0,102,1.25,2,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,23,50,1505,nexus2_18_tw_-1.00.jpg,nexus2_9_tw_1.00.jpg,nexus2_11_tw_0.00.jpg,nexus2_19_tw_2.00.jpg,nexus2_20_tw_-3.00.jpg,-1,1,0,2,-3,0,102,0.5,-3,38,0,3.5
687351301,gridcompare_block,gridcompare_trial,24,38,871,nexus2_10_tw_-3.00.jpg,nexus2_15_tw_-2.00.jpg,nexus2_5_tw_0.00.jpg,nexus2_22_tw_-1.00.jpg,nexus2_21_tw_-3.00.jpg,-3,-2,0,-1,-3,0,102,-1.5,-3,38,1,1.5
687351301,gridcompare_block,gridcompare_trial,25,38,966,nexus2_8_tw_2.00.jpg,nexus2_4_tw_-2.00.jpg,nexus2_17_tw_2.00.jpg,nexus2_13_tw_1.00.jpg,nexus2_3_tw_-1.00.jpg,2,-2,2,1,-1,0,102,0.75,-1,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,26,38,1025,nexus2_5_tw_-1.00.jpg,nexus2_23_tw_0.00.jpg,nexus2_12_tw_-3.00.jpg,nexus2_4_tw_3.00.jpg,nexus2_1_tw_-2.00.jpg,-1,0,-3,3,-2,0,102,-0.25,-2,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,27,38,954,nexus2_2_tw_0.00.jpg,nexus2_11_tw_-2.00.jpg,nexus2_13_tw_0.00.jpg,nexus2_15_tw_3.00.jpg,nexus2_20_tw_1.00.jpg,0,-2,0,3,1,0,102,0.25,1,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,28,38,997,nexus2_17_tw_3.00.jpg,nexus2_16_tw_3.00.jpg,nexus2_19_tw_-1.00.jpg,nexus2_18_tw_3.00.jpg,nexus2_6_tw_3.00.jpg,3,3,-1,3,3,0,102,2,3,50,0,1
687351301,gridcompare_block,gridcompare_trial,29,38,1119,nexus2_8_tw_-3.00.jpg,nexus2_14_tw_0.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_3_tw_2.00.jpg,nexus2_25_tw_-2.00.jpg,-3,0,-1,2,-2,0,102,-0.5,-2,38,1,1.5
687351301,gridcompare_block,gridcompare_trial,30,50,2340,nexus2_22_tw_-2.00.jpg,nexus2_10_tw_-1.00.jpg,nexus2_24_tw_0.00.jpg,nexus2_21_tw_2.00.jpg,nexus2_9_tw_-3.00.jpg,-2,-1,0,2,-3,0,102,-0.25,-3,38,0,2.75
687351301,gridcompare_block,gridcompare_trial,31,38,1000,nexus2_23_tw_-3.00.jpg,nexus2_22_tw_3.00.jpg,nexus2_6_tw_1.00.jpg,nexus2_9_tw_0.00.jpg,nexus2_16_tw_-1.00.jpg,-3,3,1,0,-1,0,102,0.25,-1,38,1,1.25
687351301,gridcompare_block,gridcompare_trial,32,38,1218,nexus2_7_tw_1.00.jpg,nexus2_3_tw_-2.00.jpg,nexus2_1_tw_2.00.jpg,nexus2_12_tw_1.00.jpg,nexus2_10_tw_2.00.jpg,1,-2,2,1,2,0,102,0.5,2,50,0,1.5
687351301,gridcompare_block,gridcompare_trial,33,38,900,nexus2_19_tw_3.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_14_tw_1.00.jpg,nexus2_24_tw_-3.00.jpg,nexus2_5_tw_1.00.jpg,3,3,1,-3,1,1,103,1,1,NA,NA,0
687351301,gridcompare_block,gridcompare_trial,34,50,1970,nexus2_4_tw_-1.00.jpg,nexus2_15_tw_1.00.jpg,nexus2_2_tw_2.00.jpg,nexus2_18_tw_0.00.jpg,nexus2_17_tw_-3.00.jpg,-1,1,2,0,-3,0,103,0.5,-3,38,0,3.5
687351301,gridcompare_block,gridcompare_trial,35,38,964,nexus2_8_tw_-2.00.jpg,nexus2_25_tw_0.00.jpg,nexus2_21_tw_-1.00.jpg,nexus2_11_tw_1.00.jpg,nexus2_20_tw_0.00.jpg,-2,0,-1,1,0,0,103,-0.5,0,50,0,0.5
687351301,gridcompare_block,gridcompare_trial,36,38,768,nexus2_24_tw_-1.00.jpg,nexus2_17_tw_-1.00.jpg,nexus2_7_tw_3.00.jpg,nexus2_9_tw_-1.00.jpg,nexus2_13_tw_1.00.jpg,-1,-1,3,-1,1,0,103,0,1,50,0,1
687351301,gridcompare_block,gridcompare_trial,37,38,963,nexus2_16_tw_1.00.jpg,nexus2_11_tw_0.00.jpg,nexus2_15_tw_2.00.jpg,nexus2_19_tw_-2.00.jpg,nexus2_20_tw_1.00.jpg,1,0,2,-2,1,0,103,0.25,1,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,38,38,1503,nexus2_1_tw_0.00.jpg,nexus2_5_tw_0.00.jpg,nexus2_14_tw_-1.00.jpg,nexus2_18_tw_-2.00.jpg,nexus2_4_tw_-2.00.jpg,0,0,-1,-2,-2,0,103,-0.75,-2,38,1,1.25
687351301,gridcompare_block,gridcompare_trial,39,38,932,nexus2_22_tw_-2.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_12_tw_-3.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_23_tw_0.00.jpg,-2,3,-3,-1,0,0,103,-0.75,0,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,40,38,785,nexus2_2_tw_2.00.jpg,nexus2_25_tw_2.00.jpg,nexus2_10_tw_1.00.jpg,nexus2_6_tw_-2.00.jpg,nexus2_21_tw_3.00.jpg,2,2,1,-2,3,0,103,0.75,3,50,0,2.25
687351301,gridcompare_block,gridcompare_trial,41,38,788,nexus2_18_tw_-3.00.jpg,nexus2_24_tw_3.00.jpg,nexus2_6_tw_-3.00.jpg,nexus2_25_tw_-1.00.jpg,nexus2_9_tw_2.00.jpg,-3,3,-3,-1,2,0,103,-1,2,50,0,3
687351301,gridcompare_block,gridcompare_trial,42,38,1014,nexus2_22_tw_1.00.jpg,nexus2_17_tw_2.00.jpg,nexus2_14_tw_0.00.jpg,nexus2_7_tw_-3.00.jpg,nexus2_1_tw_-1.00.jpg,1,2,0,-3,-1,0,103,0,-1,38,1,1
687351301,gridcompare_block,gridcompare_trial,43,38,671,nexus2_16_tw_0.00.jpg,nexus2_19_tw_-1.00.jpg,nexus2_11_tw_-2.00.jpg,nexus2_2_tw_1.00.jpg,nexus2_15_tw_3.00.jpg,0,-1,-2,1,3,0,103,-0.5,3,50,0,3.5
687351301,gridcompare_block,gridcompare_trial,44,38,758,nexus2_5_tw_-3.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_13_tw_-2.00.jpg,nexus2_4_tw_0.00.jpg,nexus2_8_tw_1.00.jpg,-3,2,-2,0,1,0,103,-0.75,1,50,0,1.75
687351301,gridcompare_block,gridcompare_trial,45,38,777,nexus2_21_tw_-1.00.jpg,nexus2_3_tw_2.00.jpg,nexus2_12_tw_0.00.jpg,nexus2_20_tw_-3.00.jpg,nexus2_23_tw_3.00.jpg,-1,2,0,-3,3,0,103,-0.5,3,50,0,3.5
687351301,gridcompare_block,gridcompare_trial,46,38,796,nexus2_20_tw_2.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_22_tw_-1.00.jpg,nexus2_12_tw_1.00.jpg,nexus2_24_tw_2.00.jpg,2,-3,-1,1,2,0,103,-0.25,2,50,0,2.25
687351301,gridcompare_block,gridcompare_trial,47,38,734,nexus2_8_tw_3.00.jpg,nexus2_5_tw_3.00.jpg,nexus2_15_tw_1.00.jpg,nexus2_9_tw_-3.00.jpg,nexus2_13_tw_3.00.jpg,3,3,1,-3,3,0,103,1,3,50,0,2
687351301,gridcompare_block,gridcompare_trial,48,38,1395,nexus2_10_tw_3.00.jpg,nexus2_23_tw_-2.00.jpg,nexus2_6_tw_3.00.jpg,nexus2_11_tw_-1.00.jpg,nexus2_17_tw_0.00.jpg,3,-2,3,-1,0,0,103,0.75,0,38,1,0.75
687351301,gridcompare_block,gridcompare_trial,49,38,1149,nexus2_21_tw_1.00.jpg,nexus2_4_tw_1.00.jpg,nexus2_7_tw_2.00.jpg,nexus2_1_tw_-2.00.jpg,nexus2_25_tw_-3.00.jpg,1,1,2,-2,-3,0,103,0.5,-3,38,1,3.5
687351301,gridcompare_block,gridcompare_trial,50,38,1313,nexus2_18_tw_3.00.jpg,nexus2_14_tw_-2.00.jpg,nexus2_2_tw_-2.00.jpg,nexus2_19_tw_2.00.jpg,nexus2_3_tw_-2.00.jpg,3,-2,-2,2,-2,0,103,0.25,-2,38,1,2.25
687351301,gridcompare_block,gridcompare_trial,51,38,895,nexus2_7_tw_-2.00.jpg,nexus2_1_tw_1.00.jpg,nexus2_16_tw_-1.00.jpg,nexus2_10_tw_-3.00.jpg,nexus2_22_tw_3.00.jpg,-2,1,-1,-3,3,0,103,-1.25,3,50,0,4.25
687351301,gridcompare_block,gridcompare_trial,52,38,765,nexus2_20_tw_-1.00.jpg,nexus2_2_tw_3.00.jpg,nexus2_18_tw_-1.00.jpg,nexus2_14_tw_2.00.jpg,nexus2_21_tw_2.00.jpg,-1,3,-1,2,2,0,103,0.75,2,50,0,1.25
687351301,gridcompare_block,gridcompare_trial,53,38,784,nexus2_17_tw_1.00.jpg,nexus2_19_tw_0.00.jpg,nexus2_4_tw_-3.00.jpg,nexus2_15_tw_-3.00.jpg,nexus2_3_tw_1.00.jpg,1,0,-3,-3,1,0,103,-1.25,1,50,0,2.25
687351301,gridcompare_block,gridcompare_trial,54,50,1539,nexus2_11_tw_1.00.jpg,nexus2_9_tw_3.00.jpg,nexus2_25_tw_-2.00.jpg,nexus2_12_tw_2.00.jpg,nexus2_5_tw_-2.00.jpg,1,3,-2,2,-2,0,103,1,-2,38,0,3
687351301,gridcompare_block,gridcompare_trial,55,38,727,nexus2_23_tw_-1.00.jpg,nexus2_8_tw_-3.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_24_tw_1.00.jpg,nexus2_13_tw_2.00.jpg,-1,-3,2,1,2,0,103,-0.25,2,50,0,2.25
687351301,gridcompare_block,gridcompare_trial,56,38,1324,nexus2_5_tw_2.00.jpg,nexus2_25_tw_0.00.jpg,nexus2_1_tw_3.00.jpg,nexus2_14_tw_-3.00.jpg,nexus2_24_tw_-2.00.jpg,2,0,3,-3,-2,0,103,0.5,-2,38,1,2.5
687351301,gridcompare_block,gridcompare_trial,57,38,968,nexus2_18_tw_1.00.jpg,nexus2_4_tw_2.00.jpg,nexus2_9_tw_0.00.jpg,nexus2_19_tw_3.00.jpg,nexus2_11_tw_3.00.jpg,1,2,0,3,3,0,103,1.5,3,50,0,1.5
687351301,gridcompare_block,gridcompare_trial,58,50,2963,nexus2_17_tw_3.00.jpg,nexus2_6_tw_1.00.jpg,nexus2_10_tw_0.00.jpg,nexus2_7_tw_1.00.jpg,nexus2_13_tw_-3.00.jpg,3,1,0,1,-3,0,103,1.25,-3,38,0,4.25
687351301,gridcompare_block,gridcompare_trial,59,38,1455,nexus2_23_tw_2.00.jpg,nexus2_15_tw_0.00.jpg,nexus2_22_tw_0.00.jpg,nexus2_20_tw_-2.00.jpg,nexus2_12_tw_-1.00.jpg,2,0,0,-2,-1,0,103,0,-1,38,1,1
687351301,gridcompare_block,gridcompare_trial,60,38,1447,nexus2_2_tw_0.00.jpg,nexus2_8_tw_-2.00.jpg,nexus2_16_tw_3.00.jpg,nexus2_21_tw_0.00.jpg,nexus2_3_tw_-3.00.jpg,0,-2,3,0,-3,0,103,0.25,-3,38,1,3.25
687351301,gridcompare_block,gridcompare_trial,61,38,831,nexus2_22_tw_-3.00.jpg,nexus2_12_tw_3.00.jpg,nexus2_3_tw_-1.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_13_tw_0.00.jpg,-3,3,-1,-1,0,0,103,-0.5,0,50,0,0.5
687351301,gridcompare_block,gridcompare_trial,62,38,639,nexus2_14_tw_1.00.jpg,nexus2_10_tw_-1.00.jpg,nexus2_16_tw_-2.00.jpg,nexus2_23_tw_-3.00.jpg,nexus2_1_tw_2.00.jpg,1,-1,-2,-3,2,0,103,-1.25,2,50,0,3.25
687351301,gridcompare_block,gridcompare_trial,63,38,823,nexus2_9_tw_1.00.jpg,nexus2_25_tw_3.00.jpg,nexus2_6_tw_0.00.jpg,nexus2_8_tw_2.00.jpg,nexus2_2_tw_-1.00.jpg,1,3,0,2,-1,0,103,1.5,-1,38,1,2.5
687351301,gridcompare_block,gridcompare_trial,64,38,1016,nexus2_24_tw_-3.00.jpg,nexus2_17_tw_-3.00.jpg,nexus2_11_tw_2.00.jpg,nexus2_19_tw_-3.00.jpg,nexus2_15_tw_-1.00.jpg,-3,-3,2,-3,-1,0,103,-1.75,-1,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,65,38,1506,nexus2_20_tw_3.00.jpg,nexus2_4_tw_-1.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_7_tw_0.00.jpg,nexus2_21_tw_-3.00.jpg,3,-1,2,0,-3,0,103,1,-3,38,1,4
687351301,gridcompare_block,gridcompare_trial,66,38,951,nexus2_19_tw_1.00.jpg,nexus2_5_tw_1.00.jpg,nexus2_12_tw_-2.00.jpg,nexus2_6_tw_-1.00.jpg,nexus2_15_tw_-2.00.jpg,1,1,-2,-1,-2,0,103,-0.25,-2,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,67,38,819,nexus2_13_tw_-1.00.jpg,nexus2_11_tw_-3.00.jpg,nexus2_22_tw_2.00.jpg,nexus2_3_tw_0.00.jpg,nexus2_18_tw_0.00.jpg,-1,-3,2,0,0,0,103,-0.5,0,50,0,0.5
687351301,gridcompare_block,gridcompare_trial,68,38,868,nexus2_1_tw_-3.00.jpg,nexus2_23_tw_1.00.jpg,nexus2_24_tw_0.00.jpg,nexus2_25_tw_1.00.jpg,nexus2_8_tw_0.00.jpg,-3,1,0,1,0,0,103,-0.25,0,50,0,0.25
687351301,gridcompare_block,gridcompare_trial,69,38,643,nexus2_20_tw_0.00.jpg,nexus2_9_tw_-2.00.jpg,nexus2_7_tw_-1.00.jpg,nexus2_21_tw_-2.00.jpg,nexus2_17_tw_-2.00.jpg,0,-2,-1,-2,-2,0,103,-1.25,-2,38,1,0.75
687351301,gridcompare_block,gridcompare_trial,70,38,795,nexus2_10_tw_-2.00.jpg,nexus2_14_tw_3.00.jpg,nexus2_4_tw_3.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_16_tw_2.00.jpg,-2,3,3,-3,2,0,103,0.25,2,50,0,1.75
687351301,gridcompare_block,gridcompare_trial,71,38,749,nexus2_9_tw_0.00.jpg,nexus2_17_tw_-3.00.jpg,nexus2_16_tw_3.00.jpg,nexus2_2_tw_-2.00.jpg,nexus2_7_tw_1.00.jpg,0,-3,3,-2,1,0,103,-0.5,1,50,0,1.5
687351301,gridcompare_block,gridcompare_trial,72,50,1330,nexus2_6_tw_0.00.jpg,nexus2_24_tw_-1.00.jpg,nexus2_8_tw_-1.00.jpg,nexus2_13_tw_3.00.jpg,nexus2_20_tw_-3.00.jpg,0,-1,-1,3,-3,0,103,0.25,-3,38,0,3.25
687351301,gridcompare_block,gridcompare_trial,73,38,958,nexus2_12_tw_-1.00.jpg,nexus2_3_tw_3.00.jpg,nexus2_14_tw_-2.00.jpg,nexus2_18_tw_-3.00.jpg,nexus2_19_tw_0.00.jpg,-1,3,-2,-3,0,0,103,-0.75,0,50,0,0.75
687351301,gridcompare_block,gridcompare_trial,74,38,746,nexus2_11_tw_1.00.jpg,nexus2_15_tw_0.00.jpg,nexus2_5_tw_0.00.jpg,nexus2_23_tw_-2.00.jpg,nexus2_1_tw_-2.00.jpg,1,0,0,-2,-2,0,103,-0.25,-2,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,75,38,718,nexus2_10_tw_0.00.jpg,nexus2_22_tw_-3.00.jpg,nexus2_25_tw_-2.00.jpg,nexus2_4_tw_-1.00.jpg,nexus2_21_tw_2.00.jpg,0,-3,-2,-1,2,0,103,-1.5,2,50,0,3.5
687351301,gridcompare_block,gridcompare_trial,76,38,867,nexus2_12_tw_-3.00.jpg,nexus2_18_tw_2.00.jpg,nexus2_17_tw_2.00.jpg,nexus2_15_tw_-2.00.jpg,nexus2_1_tw_1.00.jpg,-3,2,2,-2,1,0,103,-0.25,1,50,0,1.25
687351301,gridcompare_block,gridcompare_trial,77,38,659,nexus2_22_tw_3.00.jpg,nexus2_2_tw_3.00.jpg,nexus2_16_tw_2.00.jpg,nexus2_23_tw_3.00.jpg,nexus2_20_tw_1.00.jpg,3,3,2,3,1,0,103,2.75,1,38,1,1.75
687351301,gridcompare_block,gridcompare_trial,78,38,1242,nexus2_21_tw_-2.00.jpg,nexus2_11_tw_3.00.jpg,nexus2_19_tw_3.00.jpg,nexus2_5_tw_-1.00.jpg,nexus2_3_tw_-2.00.jpg,-2,3,3,-1,-2,0,103,0.75,-2,38,1,2.75
687351301,gridcompare_block,gridcompare_trial,79,38,666,nexus2_14_tw_-3.00.jpg,nexus2_10_tw_3.00.jpg,nexus2_13_tw_2.00.jpg,nexus2_6_tw_-3.00.jpg,nexus2_24_tw_3.00.jpg,-3,3,2,-3,3,0,103,-0.25,3,50,0,3.25
687351301,gridcompare_block,gridcompare_trial,80,38,818,nexus2_8_tw_-2.00.jpg,nexus2_25_tw_-3.00.jpg,nexus2_9_tw_-3.00.jpg,nexus2_4_tw_-2.00.jpg,nexus2_7_tw_0.00.jpg,-2,-3,-3,-2,0,0,103,-2.5,0,50,0,2.5
687351301,gridcompare_block,gridcompare_trial,81,38,1587,nexus2_24_tw_-3.00.jpg,nexus2_11_tw_-1.00.jpg,nexus2_10_tw_-1.00.jpg,nexus2_22_tw_-1.00.jpg,nexus2_20_tw_-1.00.jpg,-3,-1,-1,-1,-1,0,103,-1.5,-1,50,0,0.5
687351301,gridcompare_block,gridcompare_trial,82,38,805,nexus2_17_tw_3.00.jpg,nexus2_6_tw_2.00.jpg,nexus2_19_tw_-3.00.jpg,nexus2_4_tw_1.00.jpg,nexus2_9_tw_1.00.jpg,3,2,-3,1,1,0,103,0.75,1,50,0,0.25
687351301,gridcompare_block,gridcompare_trial,83,38,775,nexus2_3_tw_0.00.jpg,nexus2_7_tw_2.00.jpg,nexus2_2_tw_-3.00.jpg,nexus2_14_tw_0.00.jpg,nexus2_5_tw_1.00.jpg,0,2,-3,0,1,0,103,-0.25,1,50,0,1.25
687351301,gridcompare_block,gridcompare_trial,84,38,601,nexus2_13_tw_-1.00.jpg,nexus2_1_tw_-3.00.jpg,nexus2_16_tw_1.00.jpg,nexus2_23_tw_-3.00.jpg,nexus2_12_tw_2.00.jpg,-1,-3,1,-3,2,0,103,-1.5,2,50,0,3.5
687351301,gridcompare_block,gridcompare_trial,85,38,1203,nexus2_15_tw_-3.00.jpg,nexus2_25_tw_0.00.jpg,nexus2_18_tw_3.00.jpg,nexus2_8_tw_1.00.jpg,nexus2_21_tw_0.00.jpg,-3,0,3,1,0,0,103,0.25,0,38,1,0.25
687351301,gridcompare_block,gridcompare_trial,86,38,965,nexus2_12_tw_1.00.jpg,nexus2_16_tw_-3.00.jpg,nexus2_10_tw_2.00.jpg,nexus2_4_tw_2.00.jpg,nexus2_11_tw_-3.00.jpg,1,-3,2,2,-3,0,103,0.5,-3,38,1,3.5
