date,time,group,subject,build,age_response,age_latency,gender_response,gender_latency,race_response,race_latency,comments_response,comments_latency,
80517,13:26:35,550570067,930,5.0.7.0,33,7484,Male,7484,White (Caucasian),7484,,7484,
80517,10:28:14,672692747,945,5.0.7.0,62,16119,Male,16119,White (Caucasian),16119,,16119,
80517,13:25:39,607121135,931,5.0.7.0,25,12175,Male,12175,Asian-American,12175,Very nicely done.,12175,
80517,12:18:07,604043714,916,5.0.7.0,24,28215,Female,28215,White (Caucasian),28215,,28215,
80517,10:18:37,853854645,915,5.0.7.0,34,42571,Male,42571,Asian-American,42571,Very hard to judge trustworthyness based soley on appearance. I tend to have a good judge of character after interacting with the person for 3-5 minutes.,42571,
80517,13:13:40,443848525,893,5.0.7.0,43,64627,Female,64627,White (Caucasian),64627,"would be interested to know what you were testing, and how you created some of those photos -- were you mixing facial features with different photos (like one person's eyes, with another person's chin, etc.)",64627,
80517,12:03:13,238840947,872,5.0.7.0,45,50152,Male,50152,White (Caucasian),50152,"This was extremely difficult, and I would put about 30% confidence in my ratings at best.",50152,
80517,13:13:11,169610308,903,5.0.7.0,53,13835,Male,13835,White (Caucasian),13835,no,13835,
80517,11:17:38,912747964,914,5.0.7.0,40,19675,Female,19675,White (Caucasian),19675,A survey on racial bias?,19675,
80517,10:57:09,164285369,858,5.0.7.0,28,9800,Female,9800,Other,9800,,9800,
80517,13:13:57,950064976,904,5.0.8.0,33,22391,Male,22391,White (Caucasian),22391,Not many happy faces!,22391,
80517,10:10:59,559440218,889,5.0.7.0,30,14505,Male,14505,White (Caucasian),14505,no,14505,
80517,13:08:09,627650420,891,5.0.7.0,21,14818,Female,14818,White (Caucasian),14818,,14818,
80517,12:12:16,383511998,897,5.0.7.0,29,19006,Male,19006,White (Caucasian),19006,I have a hard time judging based just on people's faces.,19006,
80517,11:06:34,482747489,887,5.0.7.0,61,9968,Male,9968,White (Caucasian),9968,,9968,
80517,12:56:41,199277845,859,5.0.7.0,55,17532,Male,17532,White (Caucasian),17532,No,17532,
80517,12:54:46,7933892,775,5.0.7.0,54,115566,Female,115566,White (Caucasian),115566,"It was interesting to see how I determined whether a person was trustworthy strictly based on appearance. I know that in reality it has no bearing on a persons appearance, but I saw myself basing judgments on not only attractiveness, but facial expression.",115566,
80517,12:56:52,510040665,848,5.0.7.0,66,14817,Female,14817,African-American,14817,,14817,
80517,11:00:29,315340422,850,5.0.7.0,41,16203,Male,16203,White (Caucasian),16203,no,16203,
80517,12:45:30,70111795,812,5.0.7.0,63,84085,Female,84085,White (Caucasian),84085,It's harder to judge by a still photo.  I didn't realize until I took this survey how much I rely on body language for character clues.,84085,
80517,12:45:17,991698829,817,5.0.7.0,34,7773,Male,7773,White (Caucasian),7773,,7773,
80517,11:42:37,495326548,735,5.0.7.0,27,19456,Female,19456,White (Caucasian),19456,This was interesting,19456,
80517,12:46:36,165899193,808,5.0.7.0,52,70248,Female,70248,White (Caucasian),70248,I relied on gut feeling. I mostly looked at their eyes to kind of garner if they had a guilty look or if they were looking straight at the camera or avoiding eye contact.,70248,
80517,12:46:22,269957597,798,5.0.7.0,64,24307,Female,24307,White (Caucasian),24307,Thank you- very interesting study.,24307,
80517,12:46:43,429713345,827,5.0.7.0,25,16313,Male,16313,Other,16313,no,16313,
80517,09:48:49,494908124,833,5.0.7.0,31,7102,Female,7102,White (Caucasian),7102,,7102,
80517,12:34:52,602155502,781,5.0.7.0,26,20004,Female,20004,African-American,20004,None,20004,
80517,12:46:17,510308344,799,5.0.7.0,41,14049,Male,14049,White (Caucasian),14049,,14049,
80517,12:45:57,678347020,805,5.0.7.0,22,28481,Female,28481,Hispanic,28481,,28481,
80517,11:44:04,192991533,809,5.0.8.0,23,16498,Male,16498,White (Caucasian),16498,,16498,
80517,11:38:06,660109780,787,5.0.7.0,23,35489,Female,35489,White (Caucasian),35489,,35489,
80517,09:44:31,252206199,807,5.0.7.0,42,9487,Female,9487,White (Caucasian),9487,None,9487,
80517,22:34:54,383323605,771,5.0.7.0,21,9256,Male,9256,White (Caucasian),9256,,9256,
80517,11:32:24,451507745,756,5.0.7.0,37,74477,Female,74477,White (Caucasian),74477,,74477,
80517,12:38:35,676407892,779,5.0.7.0,29,8883,Female,8883,White (Caucasian),8883,,8883,
80517,10:32:21,929496132,769,5.0.7.0,36,9428,Female,9428,White (Caucasian),9428,,9428,
80517,12:27:46,560805744,719,5.0.7.0,39,22840,Male,22840,White (Caucasian),22840,,22840,
80517,12:29:17,657308393,745,5.0.7.0,28,9973,Female,9973,White (Caucasian),9973,None,9973,
80517,11:30:21,586572300,764,5.0.7.0,29,10277,Male,10277,White (Caucasian),10277,,10277,
80517,11:25:15,506875245,707,5.0.7.0,53,20879,Female,20879,White (Caucasian),20879,Very interesting. This was difficult in some ways.,20879,
80517,12:24:52,93383857,731,5.0.7.0,34,8396,Male,8396,White (Caucasian),8396,,8396,
80517,11:22:53,150935771,701,5.0.7.0,26,6601,Female,6601,White (Caucasian),6601,,6601,
80517,11:25:44,905479363,729,5.0.7.0,22,8933,Female,8933,White (Caucasian),8933,,8933,
80517,12:25:35,68266612,730,5.0.7.0,32,16071,Female,16071,White (Caucasian),16071,,16071,
80517,12:28:21,259517345,728,5.0.7.0,19,9020,Female,9020,Hispanic,9020,,9020,
80517,12:24:36,888330013,716,5.0.7.0,25,9064,Male,9064,White (Caucasian),9064,,9064,
80517,09:25:35,452526613,736,5.0.7.0,34,11909,Female,11909,White (Caucasian),11909,No issues.,11909,
80517,12:22:49,172922677,703,5.0.7.0,38,73094,Female,73094,White (Caucasian),73094,This was interesting. I see that I clearly have male trust issues based on their faces alone. I feel that I probably gravitated toward men with more symetrical faces than those who had unusual features.,73094,
80517,12:24:01,134364415,714,5.0.7.0,67,18595,Male,18595,White (Caucasian),18595,mug shots eh?,18595,
80417,19:31:44,377021893,635,5.0.7.0,28,12583,Female,12583,White (Caucasian),12583,,12583,
80417,19:21:11,900111658,592,5.0.7.0,51,35163,Female,35163,White (Caucasian),35163,,35163,
80417,16:52:59,906052453,695,5.0.7.0,26,9140,Female,9140,White (Caucasian),9140,,9140,
80417,19:51:15,771517698,691,5.0.7.0,42,33140,Female,33140,Other,33140,They all seem to be wearing prison uniforms.,33140,
80417,19:49:16,408269034,694,5.0.7.0,20,12276,Male,12276,White (Caucasian),12276,nice survey,12276,
80417,16:42:34,29410506,674,5.0.7.0,20,82612,Male,82612,White (Caucasian),82612,I can't fully trust any of these people because they are all stangers.,82612,
80417,19:44:52,471616220,689,5.0.7.0,31,10455,Female,10455,White (Caucasian),10455,,10455,
80417,19:32:01,853430838,654,5.0.7.0,31,13043,Male,13043,White (Caucasian),13043,Thanks,13043,
80417,19:24:48,255939409,628,5.0.7.0,37,27069,Female,27069,African-American,27069,No thank you.,27069,
80417,19:24:03,370600997,623,5.0.7.0,25,72299,Female,72299,White (Caucasian),72299,,72299,
80417,16:29:58,469134641,638,5.0.7.0,22,10589,Male,10589,White (Caucasian),10589,,10589,
80417,18:55:02,448485014,495,5.0.7.0,24,7297,Female,7297,White (Caucasian),7297,,7297,
80417,18:29:41,465178653,644,5.0.7.0,44,8804,Female,8804,Hispanic,8804,,8804,
80417,16:25:58,930643884,627,5.0.7.0,30,9682,Female,9682,White (Caucasian),9682,,9682,
80417,19:14:26,677478850,579,5.0.7.0,42,157466,Male,157466,White (Caucasian),157466,Its very hard to determine trustworthyness when none of them are smiling...   I would have to go by presentation and they all seemed to be wearing the same clothes...    Most didn't take care to do their hair and it looked like they didn't use any makeup...,157466,
80417,19:16:43,745054716,600,5.0.7.0,28,22544,Male,22544,African-American,22544,very interesting survey,22544,
80417,19:19:40,632147073,610,5.0.7.0,42,14851,Female,14851,White (Caucasian),14851,,14851,
80417,19:22:21,252689277,617,5.0.7.0,29,8359,Female,8359,White (Caucasian),8359,,8359,
80417,19:16:21,494983601,595,5.0.7.0,65,27924,Male,27924,African-American,27924,no,27924,
80417,18:10:56,386722563,583,5.0.7.0,19,39637,Male,39637,White (Caucasian),39637,"Some of the people looked like prisoners, but some looked like normal people. Some also looked like they were on drugs.",39637,
80417,19:15:40,49007668,587,5.0.7.0,35,56196,Female,56196,Other,56196,Very interesting! Where those faces computer altered? It might be worth it to figure out how to do this without requiring one to download software.,56196,
80417,18:14:57,229718507,590,5.0.7.0,22,18942,Male,18942,White (Caucasian),18942,"Never done anything like this, very new and different from others, good test/study!",18942,
80417,18:49:27,637254988,499,5.0.7.0,40,65446,Female,65446,White (Caucasian),65446,CAN THIS SURVEY APPLY TO KIDS AS WELL?,65446,
80417,16:06:35,213892920,573,5.0.7.0,63,64654,Female,64654,White (Caucasian),64654,I liked to look into their eyes when I did this. It helped with my decisions.,64654,
80417,18:57:57,683722133,519,5.0.7.0,23,18228,Female,18228,Hispanic,18228,,18228,
80417,22:59:51,855624239,523,5.0.7.0,36,20981,Male,20981,White (Caucasian),20981,,20981,
80417,19:05:20,988465290,548,5.0.7.0,42,16763,Male,16763,Other,16763,,16763,
80417,19:04:53,298250867,558,5.0.7.0,26,14939,Female,14939,Asian-American,14939,,14939,
80417,17:03:38,72984460,549,5.0.7.0,18,46542,Female,46542,White (Caucasian),46542,"Some of the pictures looked obviously altered, which clued me in that the pictures were being edited and distracted a bit from trying to determine how much I trust them.",46542,
80417,18:02:05,617010089,534,5.0.7.0,38,48052,Female,48052,White (Caucasian),48052,"I thought towards the end they were some of same people with slight face morphing, or some pics with makeup on and hair done and others without/messy.  I also thought it totally wrong to judge someone's trustworthiness by looks.",48052,
80417,18:58:58,919205303,536,5.0.7.0,63,17729,Female,17729,African-American,17729,,17729,
80417,18:00:32,637404953,543,5.0.7.0,48,8685,Female,8685,White (Caucasian),8685,,8685,
80417,17:58:02,578587572,520,5.0.7.0,20,19323,Female,19323,African-American,19323,This was a good survey.,19323,
80417,18:53:43,753380388,513,5.0.7.0,51,76331,Female,76331,White (Caucasian),76331,"The hint of a smile, or a look of happiness in the eyes goes pretty far in instilling a feeling of trustworthiness.",76331,
80417,18:56:56,676794973,528,5.0.7.0,41,6091,Male,6091,White (Caucasian),6091,,6091,
80417,18:54:36,122818018,509,5.0.7.0,42,30966,Female,30966,White (Caucasian),30966,Enoyable activity. Thank you.,30966,
80417,16:49:41,86172574,502,5.0.7.0,33,20809,Female,20809,White (Caucasian),20809,Kinda made me feel racist,20809,
80417,17:49:04,891974017,496,5.0.7.0,37,19611,Male,19611,White (Caucasian),19611,,19611,
80417,18:49:09,379039273,498,5.0.7.0,64,14747,Female,14747,Asian-American,14747,NO,14747,
80417,18:37:55,772257819,465,5.0.7.0,33,30830,Male,30830,Other,30830,Good study thank you for letting me participate,30830,
80417,18:39:26,97608220,474,5.0.7.0,64,72294,Female,72294,White (Caucasian),72294,"it was a mixed bag of emotions, shied away from the angrier faces.",72294,
80417,14:35:46,330681862,450,5.0.7.0,39,8431,Female,8431,White (Caucasian),8431,,8431,
80417,16:42:29,593985729,480,5.0.7.0,52,17354,Male,17354,White (Caucasian),17354,None.,17354,
80417,17:38:24,720130103,468,5.0.7.0,43,8704,Female,8704,Hispanic,8704,,8704,
80417,15:34:18,844511193,444,5.0.7.0,40,10989,Male,10989,Hispanic,10989,,10989,
80517,00:29:58,614876652,412,5.0.7.0,26,79378,Female,79378,White (Caucasian),79378,too many faces no more comments,79378,
80417,15:38:29,524646099,466,5.0.7.0,41,21511,Female,21511,White (Caucasian),21511,no,21511,
80417,17:28:28,924585477,415,5.0.7.0,30,11800,Female,11800,Hispanic,11800,,11800,
80417,18:31:59,999912482,425,5.0.7.0,35,26684,Female,26684,White (Caucasian),26684,,26684,
80417,17:32:10,585675377,424,5.0.7.0,50,89106,Female,89106,Other,89106,"It was hard to choose which were trustful or not because no one was smiling. They were all missing the normal face we usually put on for the public, ie. makeup.",89106,
80417,15:34:34,703584346,436,5.0.7.0,33,12560,Female,12560,White (Caucasian),12560,Interesting,12560,
80417,15:29:16,105069122,407,5.0.7.0,26,7986,Male,7986,White (Caucasian),7986,,7986,
80417,18:28:30,949871581,419,5.0.7.0,51,54995,Female,54995,White (Caucasian),54995,Please advise at the very beginning that one will need to have one's worker ID entered into the program.  I had to go back to copy it for pasting it in and thought I'd have to start all over again in getting the survey to start!,54995,
80417,15:21:42,34794426,393,5.0.7.0,65,15557,Female,15557,White (Caucasian),15557,,15557,
80417,18:25:35,905832316,402,5.0.7.0,37,11500,Female,11500,White (Caucasian),11500,no,11500,
80417,18:17:22,738244515,374,5.0.7.0,44,69111,Female,69111,White (Caucasian),69111,I had a hard time rating what appeared to be the most manipulated faces.,69111,
80417,18:20:25,345421235,389,5.0.7.0,22,8714,Female,8714,White (Caucasian),8714,,8714,
80417,18:15:11,217762285,381,5.0.7.0,53,18952,Female,18952,White (Caucasian),18952,Interesting survey,18952,
80417,18:13:43,385210821,369,5.0.7.0,29,49387,Male,49387,White (Caucasian),49387,"Some of the faces looked distorted through photo editing, and I'm not sure if ""less natural"" make us lose trust of others.",49387,
80417,15:15:53,969349150,373,5.0.7.0,33,67544,Male,67544,Asian-American,67544,None,67544,
80417,15:18:10,427733202,391,5.0.7.0,48,37181,Male,37181,Asian-American,37181,some faces looked deformed. i don't know if that is indeed the case.,37181,
80417,15:09:31,8997696,338,5.0.7.0,60,26150,Female,26150,White (Caucasian),26150,THANKS FOR THE OPPORTUNITY!,26150,
80417,15:16:47,346470703,387,5.0.7.0,20,10931,Female,10931,Hispanic,10931,,10931,
80417,16:14:05,872254419,359,5.0.7.0,32,12341,Female,12341,White (Caucasian),12341,,12341,
80417,17:08:12,141580442,325,5.0.7.0,30,32250,Male,32250,White (Caucasian),32250,no comment. it was fun.,32250,
80417,18:11:34,226589585,362,5.0.7.0,50,13240,Female,13240,White (Caucasian),13240,none,13240,
80417,18:15:36,573016650,379,5.0.7.0,29,11972,Male,11972,White (Caucasian),11972,No.,11972,
80417,18:08:13,789781296,343,5.0.8.0,28,27646,Female,27646,White (Caucasian),27646,I can't tell if the faces were real or generated.,27646,
80417,18:08:23,392079158,348,5.0.7.0,28,28071,Female,28071,White (Caucasian),28071,"This study was interesting, the instructions were clear, and it was very easy to comprehend.",28071,
80417,15:14:17,174678744,363,5.0.7.0,44,8330,Male,8330,African-American,8330,,8330,
80417,18:07:12,989334986,300,5.0.7.0,34,37523,Female,37523,White (Caucasian),37523,Thank you for the opportunity to take part in your research.  Please remember me for any future projects should you think I qualify.,37523,
80417,17:10:32,5922536,340,5.0.7.0,30,11702,Female,11702,White (Caucasian),11702,,11702,
80417,18:06:16,433674690,328,5.0.7.0,21,11560,Female,11560,Asian-American,11560,,11560,
80417,15:04:59,930037611,316,5.0.7.0,69,36414,Female,36414,White (Caucasian),36414,Everything worked perfectly. Saw no errors.,36414,
80417,15:07:23,794380903,332,5.0.7.0,27,10420,Male,10420,White (Caucasian),10420,n/a,10420,
80417,18:04:19,223264693,313,5.0.7.0,38,41546,Female,41546,White (Caucasian),41546,"Some of faces looked a bit odd, like maybe their features had been photoshopped",41546,
80417,18:03:38,248516638,301,5.0.7.0,38,14064,Female,14064,White (Caucasian),14064,,14064,
80417,15:05:14,686587147,308,5.0.7.0,23,12486,Male,12486,White (Caucasian),12486,No,12486,
80417,14:37:57,377897525,283,5.0.7.0,32,24835,Male,24835,Hispanic,24835,Quite interesting.   Thank you for the opportunity to participate!,24835,
80417,17:21:58,762943060,272,5.0.7.0,32,61627,Male,61627,Hispanic,61627,Some of the faces were too modified could easly tell and it throws you off a little.,61627,
80417,14:20:39,66609512,273,5.0.7.0,36,9908,Female,9908,White (Caucasian),9908,,9908,
80417,17:01:06,930078887,258,5.0.7.0,21,189231,Female,189231,White (Caucasian),189231,The majority of the white men looked like possible pedophilles or murderers I've seen on TV. For the women I judged on how likely I'd be likely to ask them for help if I was lost and alone. Which wasn't really applicable for the men because I dont trust them as much.,189231,
80417,16:03:50,356678744,260,5.0.7.0,26,60316,Female,60316,White (Caucasian),60316,I found that this was very difficult to do off of just looks. I imagined meeting them and how they would react to me saying hello. I would be very interested to see the results of this study!,60316,
80417,16:05:16,201682474,265,5.0.7.0,51,23112,Male,23112,Hispanic,23112,none,23112,
80417,13:55:34,119559949,255,5.0.8.0,31,28007,Female,28007,White (Caucasian),28007,The people didn't look completely real,28007,
80417,16:47:43,99462116,250,5.0.7.0,31,15567,Male,15567,White (Caucasian),15567,some of the faces looked really strange,15567,
80417,16:48:42,164792488,232,5.0.7.0,36,16248,Male,16248,African-American,16248,No,16248,
80417,13:47:55,813091031,249,5.0.7.0,25,9992,Female,9992,White (Caucasian),9992,,9992,
80417,15:48:37,34240694,253,5.0.7.0,40,11325,Male,11325,White (Caucasian),11325,Great survey!,11325,
80417,16:39:47,501791040,196,5.0.7.0,31,11445,Male,11445,White (Caucasian),11445,,11445,
80417,13:42:03,257386407,227,5.0.7.0,41,12581,Female,12581,Hispanic,12581,No comment,12581,
80417,16:36:54,597622062,201,5.0.7.0,30,46146,Male,46146,Hispanic,46146,I would have liked to know what number I was on or how many more I had left as I went through the faces.,46146,
80417,16:41:45,63506794,226,5.0.7.0,41,15947,Male,15947,White (Caucasian),15947,All good.  Thanks!,15947,
80417,13:43:18,424318198,242,5.0.7.0,33,12420,Female,12420,African-American,12420,,12420,
80417,15:27:15,724480588,128,5.0.7.0,54,238924,Female,238924,White (Caucasian),238924,"You need to get someone on your team with expert level photoshop skills. Some of the photos were so badly mixed together that it was painfully obvious. Also, for the photos that were more well done, facial expressions (happy, neutral, angry, etc.) were more important for my trust level than race.",238924,
80417,13:42:15,582161236,234,5.0.7.0,40,11996,Male,11996,Asian-American,11996,,11996,
80417,16:36:38,478626404,204,5.0.7.0,34,6259,Male,6259,White (Caucasian),6259,,6259,
80417,16:31:48,975957542,183,5.0.7.0,28,14834,Female,14834,White (Caucasian),14834,,14834,
80417,15:34:53,2385421,155,5.0.7.0,33,20299,Female,20299,Hispanic,20299,,20299,
80417,16:30:45,653212913,176,5.0.7.0,42,11017,Female,11017,White (Caucasian),11017,,11017,
80417,15:38:07,530970273,195,5.0.7.0,38,10674,Female,10674,White (Caucasian),10674,,10674,
80417,14:26:28,429373424,129,5.0.7.0,52,26408,Female,26408,White (Caucasian),26408,Very interesting!,26408,
80417,15:34:39,72118361,182,5.0.7.0,39,15398,Female,15398,White (Caucasian),15398,"No, thank you",15398,
80417,13:30:20,495383423,144,5.0.7.0,35,45559,Female,45559,Asian-American,45559,"this survey was very interesting, thank you for the task!",45559,
80417,13:25:47,886978573,110,5.0.7.0,67,58085,Male,58085,White (Caucasian),58085,VERY GOOD learned a lot,58085,
80417,15:31:22,774641764,160,5.0.7.0,21,7326,Female,7326,White (Caucasian),7326,,7326,
80417,16:19:18,746561265,91,5.0.7.0,22,6615,Female,6615,African-American,6615,,6615,
80417,13:24:30,749271881,123,5.0.7.0,51,41658,Male,41658,White (Caucasian),41658,,41658,
80417,16:29:14,81822149,145,5.0.7.0,23,23138,Male,23138,Other,23138,These faces look slightly uncanny,23138,
80417,16:20:11,492701543,61,5.0.7.0,45,12806,Female,12806,Hispanic,12806,,12806,
80417,15:21:48,886643179,111,5.0.7.0,54,56881,Female,56881,White (Caucasian),56881,Interesting to see what difference the facial expression and tidy appearance have on perception of trustworthiness.,56881,
80417,13:22:55,227796759,119,5.0.7.0,62,133288,Female,133288,White (Caucasian),133288,that was interesting.,133288,
80417,16:23:47,618330385,130,5.0.7.0,29,8122,Male,8122,White (Caucasian),8122,,8122,
80417,16:28:37,86762067,88,5.0.7.0,22,8262,Female,8262,Asian-American,8262,,8262,
80417,16:25:29,398395974,138,5.0.7.0,60,12825,Female,12825,White (Caucasian),12825,,12825,
80417,15:28:57,653564718,162,5.0.7.0,33,8150,Male,8150,White (Caucasian),8150,,8150,
80417,16:16:47,350656289,30,5.0.7.0,46,71510,Male,71510,Asian-American,71510,"I tend not to trust people all that much in life. I don't know if that has an effect on the faces I chose. In this survey, I generally did not trust people whose faces looked somewhat bruised or like they hadn't washed up or somehow stressed.",71510,
80417,16:15:40,632161278,54,5.0.7.0,52,119021,Female,119021,Asian-American,119021,"It was unusual, but kind of enjoyable too.  By the way, I'm a bit of a loner, and from an urban area with a lot of crime (I've been robbed), so my ratings probably won't be so high.",119021,
80417,15:20:35,559492782,95,5.0.7.0,18,8334,Male,8334,Asian-American,8334,,8334,
80417,13:23:09,889233320,124,5.0.7.0,30,29900,Male,29900,White (Caucasian),29900,Thank you. I felt like a lot of people looked very dangerous and I felt like I couldnt trust anyone in the photos!,29900,
80417,16:14:29,886575454,35,5.0.7.0,42,29564,Male,29564,White (Caucasian),29564,All look like convicts,29564,
80417,16:25:35,509309573,105,5.0.7.0,19,9771,Male,9771,Asian-American,9771,,9771,
80417,15:17:34,813869600,36,5.0.7.0,39,30697,Female,30697,White (Caucasian),30697,"Clear and concise,thank you.",30697,
80417,16:19:56,38131577,71,5.0.7.0,28,8667,Female,8667,White (Caucasian),8667,,8667,
80417,10:12:42,187690132,21,5.0.7.0,42,71819,Male,71819,Asian-American,71819,,71819,
80417,15:20:43,337118694,45,5.0.7.0,34,92623,Female,92623,White (Caucasian),92623,This survey helped me to see how i can be a little prejudice towards people of different skin color which is very awful. You cant judge a book by its cover.,92623,
80417,16:21:52,769318166,34,5.0.7.0,37,10051,Male,10051,White (Caucasian),10051,,10051,
80417,15:15:12,26087946,47,5.0.7.0,28,89724,Male,89724,White (Caucasian),89724,Faces that had a hint of a smile were more trustworthy. Some faces their eyes seemed set in an aggressive manner and that decided how i voted,89724,
80417,15:22:04,148618692,113,5.0.7.0,28,13714,Female,13714,White (Caucasian),13714,no,13714,
80417,14:13:05,674311765,31,5.0.7.0,27,9539,Female,9539,White (Caucasian),9539,,9539,
80417,16:16:15,155705625,67,5.0.8.0,34,23152,Female,23152,White (Caucasian),23152,,23152,
80417,16:17:56,698268080,24,5.0.7.0,60,14540,Female,14540,White (Caucasian),14540,none,14540,
80417,16:21:00,317679675,72,5.0.7.0,33,11451,Female,11451,White (Caucasian),11451,Thanks for letting me participate!,11451,
80417,15:13:07,679622162,32,5.0.7.0,23,7613,Male,7613,White (Caucasian),7613,,7613,
80417,13:20:09,720843215,93,5.0.7.0,28,7496,Female,7496,White (Caucasian),7496,,7496,
80417,13:14:00,609561425,28,5.0.7.0,24,13617,Female,13617,White (Caucasian),13617,,13617,
80417,14:16:13,122765436,64,5.0.7.0,39,7531,Male,7531,White (Caucasian),7531,,7531,
80417,16:16:00,625890022,58,5.0.7.0,37,13656,Male,13656,White (Caucasian),13656,None.,13656,
80417,13:17:54,168562375,68,5.0.7.0,28,8470,Male,8470,Asian-American,8470,,8470,
80417,16:19:29,81101669,48,5.0.7.0,28,12977,Male,12977,Other,12977,,12977,
80417,14:14:45,694709182,23,5.0.7.0,32,11594,Male,11594,White (Caucasian),11594,,11594,
80417,16:07:35,807412183,11,5.0.7.0,23,236733,Male,236733,Asian-American,236733,all the males look suspicous,236733,
80417,13:12:13,513599432,17,5.0.7.0,22,5538,Female,5538,Asian-American,5538,,5538,
